Region,Ocean,Latitude (N),Longitude €,Location,Depth (m),Depth range,SCOC (mmol O2 m-2 d-1),ex situ/ in situ,Measurement/ sampling device,TOU/ DOU/ AOU,median sediment grain size (?m),sediment type,photosynthetic sediment,dark/ light incubation/ measurements,Reference
Station M,Pacific Ocean,34.83,-123.1,approximated location,4100,abyssal plain/ continental rise (>2000m),0.73,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Kaufmann, R. S., Baldwin, R. J. & Carlucci, A. F. Pelagic-benthic coupling in the abyssal eastern North Pacific: An 8-year time-series study of food supply and demand. Limnol. Oceanogr. 46, 543–556 (2001)"
Station M,Pacific Ocean,34.83,-123.1,approximated location,4100,abyssal plain/ continental rise (>2000m),0.76,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Kaufmann, R. S., Baldwin, R. J. & Carlucci, A. F. Pelagic-benthic coupling in the abyssal eastern North Pacific: An 8-year time-series study of food supply and demand. Limnol. Oceanogr. 46, 543–556 (2001)"
Station M,Pacific Ocean,34.83,-123.1,approximated location,4100,abyssal plain/ continental rise (>2000m),0.77,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Kaufmann, R. S., Baldwin, R. J. & Carlucci, A. F. Pelagic-benthic coupling in the abyssal eastern North Pacific: An 8-year time-series study of food supply and demand. Limnol. Oceanogr. 46, 543–556 (2001)"
Station M,Pacific Ocean,34.83,-123.1,approximated location,4100,abyssal plain/ continental rise (>2000m),0.86,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Kaufmann, R. S., Baldwin, R. J. & Carlucci, A. F. Pelagic-benthic coupling in the abyssal eastern North Pacific: An 8-year time-series study of food supply and demand. Limnol. Oceanogr. 46, 543–556 (2001)"
Station M,Pacific Ocean,34.83,-123.1,approximated location,4100,abyssal plain/ continental rise (>2000m),0.87,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Kaufmann, R. S., Baldwin, R. J. & Carlucci, A. F. Pelagic-benthic coupling in the abyssal eastern North Pacific: An 8-year time-series study of food supply and demand. Limnol. Oceanogr. 46, 543–556 (2001)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-119,approximated location,1300,continental slope (>200-2000m),2.83,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L., Laver, M. B. & Brown, N. O. Sediment community oxygen consumption and nutrient exchange in the central and eastern North Pacific. Limnol. Oceanogr. 28, 882–898 (1983)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-121,approximated location,3815,abyssal plain/ continental rise (>2000m),1.5,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L., Laver, M. B. & Brown, N. O. Sediment community oxygen consumption and nutrient exchange in the central and eastern North Pacific. Limnol. Oceanogr. 28, 882–898 (1983)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-121,approximated location,3815,abyssal plain/ continental rise (>2000m),1.89,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L., Laver, M. B. & Brown, N. O. Sediment community oxygen consumption and nutrient exchange in the central and eastern North Pacific. Limnol. Oceanogr. 28, 882–898 (1983)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-124,approximated location,4400,abyssal plain/ continental rise (>2000m),0.65,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L., Laver, M. B. & Brown, N. O. Sediment community oxygen consumption and nutrient exchange in the central and eastern North Pacific. Limnol. Oceanogr. 28, 882–898 (1983)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-124,approximated location,4400,abyssal plain/ continental rise (>2000m),0.9,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L., Laver, M. B. & Brown, N. O. Sediment community oxygen consumption and nutrient exchange in the central and eastern North Pacific. Limnol. Oceanogr. 28, 882–898 (1983)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-133,approximated location,4900,abyssal plain/ continental rise (>2000m),0.17,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L., Laver, M. B. & Brown, N. O. Sediment community oxygen consumption and nutrient exchange in the central and eastern North Pacific. Limnol. Oceanogr. 28, 882–898 (1983)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-158.5,exact location,5900,abyssal plain/ continental rise (>2000m),0.13,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L., Laver, M. B. & Brown, N. O. Sediment community oxygen consumption and nutrient exchange in the central and eastern North Pacific. Limnol. Oceanogr. 28, 882–898 (1983)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-158.5,approximated location,5900,abyssal plain/ continental rise (>2000m),0.14,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L., Laver, M. B. & Brown, N. O. Sediment community oxygen consumption and nutrient exchange in the central and eastern North Pacific. Limnol. Oceanogr. 28, 882–898 (1983)"
California,Pacific Ocean,32.47,-120.33,approximated location,3815,abyssal plain/ continental rise (>2000m),1.53,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., White, G. A. & Laver, M. B. Oxygen uptake and nutrient exchange of sediments measured in situ using a free vehicle grab respirometer. Deep. Res. 26A, 337–346 (1979)"
California,Pacific Ocean,32.47,-120.33,approximated location,3815,abyssal plain/ continental rise (>2000m),2.47,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., White, G. A. & Laver, M. B. Oxygen uptake and nutrient exchange of sediments measured in situ using a free vehicle grab respirometer. Deep. Res. 26A, 337–346 (1979)"
California,Pacific Ocean,32.47,-120.33,approximated location,3815,abyssal plain/ continental rise (>2000m),2.69,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., White, G. A. & Laver, M. B. Oxygen uptake and nutrient exchange of sediments measured in situ using a free vehicle grab respirometer. Deep. Res. 26A, 337–346 (1979)"
California,Pacific Ocean,32.47,-120.33,approximated location,3815,abyssal plain/ continental rise (>2000m),3.07,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., White, G. A. & Laver, M. B. Oxygen uptake and nutrient exchange of sediments measured in situ using a free vehicle grab respirometer. Deep. Res. 26A, 337–346 (1979)"
California,Pacific Ocean,32.67,-117.6,approximated location,1193,continental slope (>200-2000m),2.02,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., White, G. A. & Laver, M. B. Oxygen uptake and nutrient exchange of sediments measured in situ using a free vehicle grab respirometer. Deep. Res. 26A, 337–346 (1979)"
California,Pacific Ocean,32.67,-117.6,approximated location,1193,continental slope (>200-2000m),2.22,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., White, G. A. & Laver, M. B. Oxygen uptake and nutrient exchange of sediments measured in situ using a free vehicle grab respirometer. Deep. Res. 26A, 337–346 (1979)"
California,Pacific Ocean,32.67,-117.6,approximated location,1193,continental slope (>200-2000m),2.47,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., White, G. A. & Laver, M. B. Oxygen uptake and nutrient exchange of sediments measured in situ using a free vehicle grab respirometer. Deep. Res. 26A, 337–346 (1979)"
California,Pacific Ocean,32.67,-117.6,approximated location,1193,continental slope (>200-2000m),2.82,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., White, G. A. & Laver, M. B. Oxygen uptake and nutrient exchange of sediments measured in situ using a free vehicle grab respirometer. Deep. Res. 26A, 337–346 (1979)"
Goban Spur,Atlantic Ocean,49.37,-11.8,exact location,1034,continental slope (>200-2000m),1.21,ex situ ,core microprofiling,DOU,NA,NA,not investigated,not investigated,"Soetaert, K., Herman, P. M. J., Middelburg, J. J. & Heip, C. Assessing organic matter mineralization, degradability and mixing rate in an ocean margin sediment (Northeast Atlantic) by diagenetic modeling. J. Mar. Res. 56, 519–534 (1998)"
Goban Spur,Atlantic Ocean,49.37,-11.8,exact location,1034,continental slope (>200-2000m),3.62,ex situ ,core microprofiling,DOU,NA,NA,not investigated,not investigated,"Soetaert, K., Herman, P. M. J., Middelburg, J. J. & Heip, C. Assessing organic matter mineralization, degradability and mixing rate in an ocean margin sediment (Northeast Atlantic) by diagenetic modeling. J. Mar. Res. 56, 519–534 (1998)"
Hikurangi Margin,Pacific Ocean,-41.78,175.42,exact location,1051,continental slope (>200-2000m),2.7,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Sommer, S., Linke, P., Pfannkuche, O., Niemann, H. & Treude, T. Benthic respiration in a seep habitat dominated by dense beds of ampharetid polychaetes at the Hikurangi Margin (New Zealand). Mar. Geol. 272, 223–232 (2010)"
Hikurangi Margin,Pacific Ocean,-41.78,175.42,exact location,1051,continental slope (>200-2000m),5.8,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Sommer, S., Linke, P., Pfannkuche, O., Niemann, H. & Treude, T. Benthic respiration in a seep habitat dominated by dense beds of ampharetid polychaetes at the Hikurangi Margin (New Zealand). Mar. Geol. 272, 223–232 (2010)"
Hikurangi Margin,Pacific Ocean,-41.78,175.42,exact location,1051,continental slope (>200-2000m),49.8,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Sommer, S., Linke, P., Pfannkuche, O., Niemann, H. & Treude, T. Benthic respiration in a seep habitat dominated by dense beds of ampharetid polychaetes at the Hikurangi Margin (New Zealand). Mar. Geol. 272, 223–232 (2010)"
Hikurangi Margin,Pacific Ocean,-41.78,175.4,exact location,1057,continental slope (>200-2000m),51.6,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Sommer, S., Linke, P., Pfannkuche, O., Niemann, H. & Treude, T. Benthic respiration in a seep habitat dominated by dense beds of ampharetid polychaetes at the Hikurangi Margin (New Zealand). Mar. Geol. 272, 223–232 (2010)"
Hikurangi Margin,Pacific Ocean,-40.05,177.82,exact location,1098,continental slope (>200-2000m),4.1,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Sommer, S., Linke, P., Pfannkuche, O., Niemann, H. & Treude, T. Benthic respiration in a seep habitat dominated by dense beds of ampharetid polychaetes at the Hikurangi Margin (New Zealand). Mar. Geol. 272, 223–232 (2010)"
Hikurangi Margin,Pacific Ocean,-40.03,178.16,exact location,658,continental slope (>200-2000m),116.2,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Sommer, S., Linke, P., Pfannkuche, O., Niemann, H. & Treude, T. Benthic respiration in a seep habitat dominated by dense beds of ampharetid polychaetes at the Hikurangi Margin (New Zealand). Mar. Geol. 272, 223–232 (2010)"
Hikurangi Margin,Pacific Ocean,-40.03,178.16,exact location,658,continental slope (>200-2000m),117.7,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Sommer, S., Linke, P., Pfannkuche, O., Niemann, H. & Treude, T. Benthic respiration in a seep habitat dominated by dense beds of ampharetid polychaetes at the Hikurangi Margin (New Zealand). Mar. Geol. 272, 223–232 (2010)"
Hikurangi Margin,Pacific Ocean,-40.03,178.16,exact location,659,continental slope (>200-2000m),65.2,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Sommer, S., Linke, P., Pfannkuche, O., Niemann, H. & Treude, T. Benthic respiration in a seep habitat dominated by dense beds of ampharetid polychaetes at the Hikurangi Margin (New Zealand). Mar. Geol. 272, 223–232 (2010)"
East China Sea,Pacific Ocean,26.4237,120.1001,approximated location,25,near-shore (0-50m),11.63434903,ex situ,core incubation,TOU,NA,clayey silt,NA,dark,"Song, G. et al. Sediment oxygen consumption and benthic organic carbon mineralization on the continental shelves of the East China Sea and the Yellow Sea. Deep Sea Res. Part II Top. Stud. Oceanogr. 124, 53–63 (2016)."
East China Sea,Pacific Ocean,27.6815,121.7998,approximated location,43.5,near-shore (0-50m),7.313019391,ex situ,core incubation,TOU,NA,clayey silt,NA,dark,"Song, G. et al. Sediment oxygen consumption and benthic organic carbon mineralization on the continental shelves of the East China Sea and the Yellow Sea. Deep Sea Res. Part II Top. Stud. Oceanogr. 124, 53–63 (2016)."
East China Sea,Pacific Ocean,28.6586,124.4156,approximated location,78,continental shelf (>50-200m),4.432132964,ex situ,core incubation,TOU,NA,silt/ clay/ sand,NA,dark,"Song, G. et al. Sediment oxygen consumption and benthic organic carbon mineralization on the continental shelves of the East China Sea and the Yellow Sea. Deep Sea Res. Part II Top. Stud. Oceanogr. 124, 53–63 (2016)."
East China Sea,Pacific Ocean,28.6586,124.4156,approximated location,78,continental shelf (>50-200m),11.30193906,ex situ,core incubation,TOU,NA,silt/ clay/ sand,NA,dark,"Song, G. et al. Sediment oxygen consumption and benthic organic carbon mineralization on the continental shelves of the East China Sea and the Yellow Sea. Deep Sea Res. Part II Top. Stud. Oceanogr. 124, 53–63 (2016)."
East China Sea,Pacific Ocean,28.9822,122.6343,approximated location,39,near-shore (0-50m),17.67313019,ex situ,core incubation,TOU,NA,clay,NA,dark,"Song, G. et al. Sediment oxygen consumption and benthic organic carbon mineralization on the continental shelves of the East China Sea and the Yellow Sea. Deep Sea Res. Part II Top. Stud. Oceanogr. 124, 53–63 (2016)."
East China Sea,Pacific Ocean,29.1518,122.4267,approximated location,17,near-shore (0-50m),8.144044321,ex situ,core incubation,TOU,NA,clay,NA,dark,"Song, G. et al. Sediment oxygen consumption and benthic organic carbon mineralization on the continental shelves of the East China Sea and the Yellow Sea. Deep Sea Res. Part II Top. Stud. Oceanogr. 124, 53–63 (2016)."
East China Sea,Pacific Ocean,29.256,124.7757,approximated location,76,continental shelf (>50-200m),7.146814404,ex situ,core incubation,TOU,NA,clay,NA,dark,"Song, G. et al. Sediment oxygen consumption and benthic organic carbon mineralization on the continental shelves of the East China Sea and the Yellow Sea. Deep Sea Res. Part II Top. Stud. Oceanogr. 124, 53–63 (2016)."
